TYC,RAdeg,DEdeg,BTmag,VTmag,Const,Color
2132-03895-1,290.71201917,26.26242944,5.036,5.172,Vulpecula,-0.13600000000000012
2133-02962-1,291.09391333,28.08758417,6.419,6.508,Cygnus,-0.08900000000000041
2133-02963-1,292.68914306,27.9652725,4.863,4.683,Cygnus,0.1800000000000006
2133-02964-1,292.68036222,27.95968139,4.439,3.186,Cygnus,1.2530000000000001
2134-01092-1,285.33046583,29.51889667,6.862,6.816,Lyra,0.04600000000000026
2134-02185-1,286.65702111,28.62839806,5.86,5.553,Lyra,0.3070000000000004
2134-02350-1,285.32491306,28.41201,6.904,7.017,Lyra,-0.11300000000000043
2137-03101-1,291.03154972,29.62131306,4.822,4.957,Cygnus,-0.1349999999999998
2138-02209-1,294.03479306,22.58578111,6.256,6.31,Vulpecula,-0.05399999999999938
2139-02391-1,295.16492056,23.71797333,6.628,6.642,Vulpecula,-0.014000000000000234
2140-03050-1,298.629425,24.31939028,5.529,5.558,Vulpecula,-0.028999999999999915
2140-03051-1,298.36534111,24.0795275,4.563,4.631,Vulpecula,-0.0680000000000005
2140-03054-1,297.76706111,22.61008333,4.694,4.86,Vulpecula,-0.16600000000000037
2141-02711-1,301.24409667,23.21036472,6.731,6.551,Vulpecula,0.17999999999999972
2141-02712-1,299.79408333,23.10127528,6.064,5.714,Vulpecula,0.34999999999999964
2143-01958-1,295.92882278,25.77187472,6.673,5.601,Vulpecula,1.072
2143-01960-1,296.66456722,25.13383806,6.99,6.688,Vulpecula,0.3020000000000005
2144-01672-1,298.00664222,24.99217083,6.346,5.668,Vulpecula,0.6779999999999999
2145-01661-1,300.50573917,24.93787889,6.253,5.834,Vulpecula,0.4190000000000005
2145-01661-2,300.50596389,24.937755,6.586,6.189,Vulpecula,0.39700000000000024
2145-01662-1,300.43627944,24.80042639,5.7,5.848,Vulpecula,-0.1479999999999997
2147-03302-1,295.46921944,27.38218417,6.635,6.672,Vulpecula,-0.03699999999999992
2148-04059-1,298.46950417,26.59346861,6.946,6.861,Vulpecula,0.08499999999999996
2149-01880-1,300.27504833,27.75356444,4.874,4.675,Vulpecula,0.19899999999999984
2150-05010-1,293.71216194,29.46291306,6.076,5.471,Cygnus,0.6049999999999995
2150-05011-1,294.29007528,29.33371167,6.313,6.426,Cygnus,-0.11300000000000043
2151-05895-1,295.70447806,29.33165444,6.928,6.566,Cygnus,0.3620000000000001
2152-06207-1,297.47799722,28.43968222,6.306,6.426,Vulpecula,-0.1200000000000001
2153-00104-1,300.69710444,28.51484639,6.917,6.928,Vulpecula,-0.01100000000000012
2153-02883-1,300.90399389,29.89801861,6.661,5.811,Cygnus,0.8499999999999996
2154-02947-1,301.43460333,22.79721667,6.94,6.904,Vulpecula,0.036000000000000476
2154-04100-1,301.72249583,23.61442278,4.846,5.029,Vulpecula,-0.18299999999999983
2155-02337-1,303.8759875,23.50892361,6.464,5.289,Vulpecula,1.1750000000000007
2156-01205-1,305.64171167,23.23348889,,11.893,Vulpecula,
2157-01647-1,309.63295083,24.11597583,4.884,5.028,Vulpecula,-0.14399999999999924
2159-00108-1,304.57106611,25.64824472,6.811,6.96,Vulpecula,-0.14900000000000002
2159-02068-1,303.81621306,25.59196167,4.538,4.725,Vulpecula,-0.1869999999999994
2159-02069-1,304.196155,24.67114083,6.491,5.407,Vulpecula,1.0839999999999996
2159-02070-1,305.51429111,24.44611444,5.407,5.508,Vulpecula,-0.10099999999999998
2161-00007-1,309.03468278,25.88261861,6.583,6.425,Vulpecula,0.15800000000000036
2161-00330-1,307.99245139,25.80502556,6.687,6.396,Vulpecula,0.29100000000000037
2162-01673-1,302.6396875,26.90413833,5.614,5.518,Vulpecula,0.09600000000000009
2162-01675-1,303.00291167,26.47883139,5.767,5.885,Vulpecula,-0.11799999999999944
2163-01794-1,303.94231694,27.81423056,6.138,4.656,Vulpecula,1.4820000000000002
2163-01795-1,304.11331778,27.77606833,6.573,6.635,Vulpecula,-0.06199999999999939
2165-00436-1,309.2694325,26.46197389,5.517,5.574,Vulpecula,-0.056999999999999496
2165-01416-1,307.6772575,27.92452583,,12.003,Vulpecula,
2167-01349-1,304.95755111,29.72685806,6.591,6.744,Cygnus,-0.15299999999999958
2167-01352-1,303.560505,28.69486028,5.409,5.213,Vulpecula,0.19599999999999973
2170-00008-1,310.42418361,24.1824925,6.853,6.903,Vulpecula,-0.04999999999999982
2170-02452-1,310.94860472,23.7911175,6.86,6.912,Vulpecula,-0.0519999999999996
2174-00261-1,310.17608861,26.07921333,6.824,6.76,Vulpecula,0.06400000000000006
2174-02867-1,311.21884,25.27103556,6.428,5.046,Vulpecula,1.3819999999999997
2175-00427-1,311.94894167,26.17799028,6.977,7.055,Vulpecula,-0.0779999999999994
2179-02495-1,313.64015528,28.05763139,6.964,5.176,Vulpecula,1.7880000000000003
2179-02496-1,313.03218111,27.09712056,5.603,4.66,Vulpecula,0.9429999999999996
2182-00750-1,310.15109917,29.80545778,6.224,6.053,Cygnus,0.17100000000000026
2183-02726-1,312.86764583,28.25051472,6.464,5.744,Vulpecula,0.7200000000000006
2183-02731-1,313.59330917,28.52200944,6.374,6.544,Vulpecula,-0.16999999999999993
2185-01987-1,317.95221833,29.71171111,6.651,6.811,Cygnus,-0.16000000000000014
2187-02177-1,320.99477167,24.27409417,6.075,5.728,Vulpecula,0.3470000000000004
2187-02178-1,320.267705,23.85624694,6.945,5.699,Pegasus,1.2460000000000004
2188-00594-1,323.11249111,23.39457556,6.596,6.669,Pegasus,-0.07299999999999951
2188-02203-1,322.48700417,23.63883111,6.598,4.7,Pegasus,1.8979999999999997
2191-02227-1,321.14156556,26.17454444,6.03,5.696,Vulpecula,0.3340000000000005
2191-02228-1,321.03094056,25.31240278,6.23,6.196,Vulpecula,0.034000000000000696
2192-01904-1,323.86258861,24.45220306,6.408,6.253,Pegasus,0.15500000000000025
2193-01590-1,326.48522861,25.58343306,6.461,6.55,Pegasus,-0.08899999999999952
2193-02017-1,326.16127611,25.64500472,4.632,4.185,Pegasus,0.44700000000000006
2195-01235-1,321.24897194,27.41800861,6.88,6.979,Vulpecula,-0.0990000000000002
2195-02392-1,321.91679694,27.60854639,5.437,5.384,Vulpecula,0.052999999999999936
2200-00102-1,323.82928944,28.19768222,6.655,6.289,Pegasus,0.36600000000000055
2201-02078-1,326.03507722,28.74316972,5.223,4.745,Cygnus,0.47799999999999976
2201-02078-2,326.03454639,28.74346778,6.785,6.179,Cygnus,0.6059999999999999
2206-01964-1,328.26567944,25.92513944,4.879,5.055,Pegasus,-0.17600000000000016
2208-02470-1,332.07189667,25.54360611,6.426,6.109,Pegasus,0.31700000000000017
2208-02471-1,331.75201083,25.34505028,4.275,3.809,Pegasus,0.4660000000000002
2214-02037-1,328.12481194,28.79368639,6.021,5.572,Pegasus,0.44899999999999984
2216-01897-1,331.39439472,28.96400278,5.613,5.677,Pegasus,-0.06399999999999917
2221-01666-1,341.63268722,23.56567722,5.325,4.068,Pegasus,1.2570000000000006
2223-01302-1,337.05797611,24.79260611,6.73,6.763,Pegasus,-0.032999999999999474
2225-01821-1,342.50044333,24.60168083,4.682,3.604,Pegasus,1.0780000000000003
2230-02066-1,335.33052806,28.33051694,4.762,4.792,Pegasus,-0.03000000000000025
2231-01662-1,337.89320722,29.542835,6.573,6.348,Pegasus,0.22500000000000053
2232-01590-1,340.43920639,29.30768694,4.775,4.789,Pegasus,-0.013999999999999346
2235-00760-1,345.58767444,23.3404825,6.886,6.844,Pegasus,0.041999999999999815
2237-01659-1,350.15926472,23.74035833,4.788,4.602,Pegasus,0.18599999999999994
2237-01660-1,351.34444167,23.40401778,5.145,4.49,Pegasus,0.6549999999999994
2239-01475-1,346.77807917,25.46833528,6.424,4.9,Pegasus,1.524
2243-01831-1,345.94307722,28.08247361,4.61,2.654,Pegasus,1.9560000000000004
2248-00182-1,348.59049972,29.77184722,6.932,6.448,Pegasus,0.484
2253-00586-1,351.91820639,25.16736528,5.899,5.968,Pegasus,-0.06899999999999995
2255-02883-1,359.43978667,25.14147583,6.678,4.832,Pegasus,1.846
2256-02401-1,352.92936889,28.40352056,6.43,6.392,Pegasus,0.03799999999999937
2257-02521-1,355.99766444,29.36155028,6.186,5.067,Pegasus,1.1189999999999998
2258-01855-1,357.41397639,28.84232944,6.182,5.975,Pegasus,0.20700000000000074
2258-02768-1,358.73492944,29.47561833,6.717,6.765,Pegasus,-0.04800000000000004
2261-00204-1,6.16530139,31.37307972,6.675,6.742,Andromeda,-0.06700000000000017
2261-01483-1,4.65925,31.51723417,5.849,5.871,Andromeda,-0.02200000000000024
2261-01522-1,5.10163528,30.935615,5.747,5.853,Andromeda,-0.10599999999999987
2264-00770-1,3.50952444,33.20608472,6.216,6.206,Andromeda,0.009999999999999787
2267-00101-1,1.22185639,34.659555,6.855,6.172,Andromeda,0.6830000000000007
2270-00570-1,8.05851667,34.99393889,6.935,6.742,Andromeda,0.19299999999999962
2271-01441-1,2.17090917,36.62742694,6.797,6.26,Andromeda,0.5369999999999999
2273-02081-1,4.58209528,36.78532444,4.59,4.512,Andromeda,0.07800000000000029
2275-01753-1,9.83166556,30.86121889,4.936,3.405,Andromeda,1.5310000000000001
2277-00843-1,15.70452972,31.80433083,5.438,5.486,Pisces,-0.04800000000000004
2278-01259-1,17.77822083,31.424765,5.456,5.184,Pisces,0.27200000000000024
2278-01260-1,17.91495083,30.08972778,5.911,4.633,Pisces,1.2779999999999996
2279-01665-1,9.22016389,33.71935111,4.184,4.319,Andromeda,-0.1349999999999998
2282-01412-1,17.00502889,32.01218722,6.694,6.269,Pisces,0.4249999999999998
2283-00542-1,9.33844,35.39951056,6.547,5.53,Andromeda,1.0169999999999995
2286-01329-1,17.43250583,35.62083028,4.155,2.244,Andromeda,1.911
2291-01537-1,19.96221944,30.28914667,,11.017,Pisces,
2299-00988-1,18.31741806,34.09841417,6.559,6.702,Andromeda,-0.1429999999999998
2300-01642-1,21.53595028,34.57989639,6.909,6.397,Andromeda,0.5119999999999996
2300-01643-1,21.77591778,34.37757556,6.81,6.312,Andromeda,0.49799999999999933
2301-00956-1,23.03159806,34.79997194,6.256,6.358,Triangulum,-0.10199999999999942
2302-01580-1,25.51440472,35.24576694,5.554,5.614,Triangulum,-0.05999999999999961
2303-00079-1,19.69589722,37.38629806,6.765,6.525,Andromeda,0.23999999999999932
2304-01589-1,20.82530167,36.51467028,6.821,6.799,Andromeda,0.021999999999999353
2305-01638-1,23.56915889,37.23719444,5.807,5.881,Andromeda,-0.07399999999999984
2309-01661-1,32.85416778,31.52642028,6.387,6.247,Triangulum,0.13999999999999968
2309-01821-1,33.09300861,30.303205,6.246,5.259,Triangulum,0.9870000000000001
2311-02233-1,27.1736325,32.68952806,6.463,5.847,Triangulum,0.6159999999999997
2312-02432-1,30.74152694,33.28415,5.562,5.52,Triangulum,0.0420000000000007
2314-01819-1,33.98456222,33.35897306,5.242,5.247,Triangulum,-0.004999999999999893
2317-01647-1,32.38552917,34.98738639,3.196,3.017,Triangulum,0.17900000000000027
2318-01874-1,34.2602675,34.22480389,5.597,4.933,Triangulum,0.6640000000000006
2318-01875-1,34.32848944,33.84731556,4.025,3.999,Triangulum,0.026000000000000245
2323-01924-1,36.86578139,31.80134306,6.982,5.676,Triangulum,1.306
2328-01036-1,39.27715083,32.89102083,6.806,6.282,Triangulum,0.524
2329-00223-1,42.60838556,31.97299417,6.605,6.582,Triangulum,0.023000000000000576
2330-02043-1,44.32200139,31.93429139,5.083,5.091,Perseus,-0.008000000000000007
2332-00064-1,38.95884167,34.72537333,6.945,6.749,Triangulum,0.19600000000000062
2333-00738-1,41.76500667,35.5548075,6.764,6.42,Perseus,0.3440000000000003
2334-01041-1,44.76545056,35.18311472,6.533,5.073,Perseus,1.46
2334-01042-1,42.87846194,35.05988778,6.599,4.735,Perseus,1.8639999999999999
2335-00437-1,37.28110611,37.32977972,6.978,6.804,Andromeda,0.1739999999999995
2337-01141-1,42.3621925,37.32642139,6.95,6.498,Perseus,0.45199999999999996
2340-01799-1,48.83519861,30.55667472,5.619,5.603,Aries,0.016000000000000014
2344-02356-1,48.94645306,32.85666639,6.703,6.345,Perseus,0.35800000000000054
2345-02322-1,51.12367111,33.53601583,5.784,5.802,Perseus,-0.017999999999999794
2348-01883-1,49.00763917,34.68860528,6.569,6.264,Perseus,0.3049999999999997
2349-01331-1,51.45403028,34.6226025,,11.534,Perseus,
2349-01954-1,49.68260056,34.22267333,6.742,4.993,Perseus,1.7489999999999997
2350-02031-1,53.16675806,35.46172028,5.787,5.885,Perseus,-0.09799999999999986
2350-02033-1,52.08616861,33.80769194,5.769,5.721,Perseus,0.04800000000000004
2356-01913-1,58.01855583,31.16866556,6.464,6.239,Perseus,0.22500000000000053
2357-02042-1,58.84616194,31.04584972,6.874,6.789,Perseus,0.08499999999999996
2359-01258-1,56.07969472,32.2882725,3.912,3.906,Perseus,0.005999999999999783
2359-01258-2,56.07990222,32.28856667,6.835,6.696,Perseus,0.13900000000000023
2360-00780-1,56.67027556,32.2902075,6.722,6.676,Perseus,0.04600000000000026
2360-01926-1,56.96942417,33.59988389,6.698,6.684,Perseus,0.014000000000000234
2360-01949-1,57.3862575,33.09138333,5.202,5.141,Perseus,0.06099999999999994
2360-01951-1,56.95431667,32.19549806,6.807,6.306,Perseus,0.5010000000000003
2361-02820-1,58.53299361,31.88365861,2.955,2.858,Perseus,0.09699999999999998
2362-00115-1,61.73260222,33.44638,6.823,6.856,Perseus,-0.032999999999999474
2362-01348-1,61.17944028,32.57122972,6.867,6.869,Perseus,-0.0019999999999997797
2363-02185-1,55.59434722,33.96503917,4.9,4.962,Perseus,-0.06199999999999939
2364-00958-1,57.97381889,34.35913,5.722,5.765,Perseus,-0.04299999999999926
2365-01420-1,59.11953222,35.08090917,5.413,5.478,Perseus,-0.0649999999999995
2365-01586-1,59.51303389,34.81404806,6.794,6.56,Perseus,0.23399999999999999
2367-01075-1,56.13082667,36.46020222,5.681,5.598,Perseus,0.08300000000000018
2369-00193-1,60.31181389,36.98948417,6.392,6.388,Perseus,0.004000000000000448
2369-02273-1,59.74124694,35.79102722,4.002,4.026,Perseus,-0.02400000000000002
2372-02099-1,66.52608583,31.43920528,6.53,5.393,Perseus,1.1370000000000005
2373-01486-1,69.60828694,31.48526028,,11.359,Auriga,
2377-01352-1,67.6600075,32.45781444,6.133,6.164,Perseus,-0.030999999999999694
2378-01358-1,70.95113028,32.86556556,6.836,6.529,Auriga,0.3070000000000004
2379-02589-1,65.10273083,34.56674306,6.108,5.033,Perseus,1.0749999999999993
2380-02428-1,66.12142389,34.13083917,5.644,5.708,Perseus,-0.06400000000000006
2380-02429-1,66.15594528,33.95988778,6.255,5.841,Perseus,0.4139999999999997
2391-01446-1,74.24839889,33.1661325,4.666,2.83,Auriga,1.8360000000000003
2391-01447-1,72.32942278,32.58826333,6.144,5.857,Auriga,0.2869999999999999
2392-01174-1,76.15382361,32.32042806,6.933,6.622,Auriga,0.31099999999999994
2394-02026-1,79.75008111,33.74846528,5.154,5.343,Auriga,-0.18900000000000006
2394-02027-1,79.54395417,33.37199667,6.176,4.689,Auriga,1.487
2394-02028-1,78.85170944,32.68757028,5.267,5.028,Auriga,0.23900000000000077
2395-00117-1,73.25483611,34.92852083,,10.847,Auriga,
2397-00502-1,76.53480389,33.91873083,6.993,7.048,Auriga,-0.054999999999999716
2398-00894-1,79.07563306,34.31221306,6.237,6.025,Auriga,0.21199999999999974
2398-01022-1,79.84885333,33.98543194,6.785,6.52,Auriga,0.26500000000000057
2398-01311-1,79.57870361,33.76742083,6.094,6.137,Auriga,-0.04299999999999926
2398-01609-1,80.00384194,33.95806222,5.368,5.075,Auriga,0.29300000000000015
2399-01718-1,74.08369361,36.16854556,6.492,6.13,Auriga,0.3620000000000001
2399-01843-1,73.15832667,36.70319722,6.59,4.939,Auriga,1.6509999999999998
2399-01844-1,72.47777194,37.488185,6.764,5.036,Auriga,1.7280000000000006
2401-00031-1,77.57835556,37.30185028,6.943,6.78,Auriga,0.16299999999999937
2401-00519-1,78.45522083,37.0327525,6.877,6.865,Auriga,0.011999999999999567
2401-01114-1,76.50387194,35.93642028,6.723,6.525,Auriga,0.1979999999999995
2402-00199-1,80.17949639,37.43867611,6.795,6.798,Auriga,-0.0030000000000001137
2403-00781-1,81.16052556,31.14316389,5.969,5.929,Auriga,0.040000000000000036
2403-01441-1,81.78446944,30.20861333,5.901,5.739,Auriga,0.16199999999999992
2404-01349-1,85.14962722,31.35822056,6.079,6.031,Auriga,0.04800000000000004
2404-01350-1,84.65874667,30.49244417,5.93,5.458,Auriga,0.47199999999999953
2406-02551-1,88.74590944,31.70192083,6.069,5.917,Auriga,0.15200000000000014
2407-02149-1,83.18197944,32.19203222,5.049,4.763,Auriga,0.2860000000000005
2408-01141-1,83.36418722,32.80132167,6.611,6.489,Auriga,0.12199999999999989
2408-01156-1,83.31470694,32.2894075,6.56,6.608,Auriga,-0.04800000000000004
2411-00684-1,81.70334639,34.39182917,6.081,5.924,Auriga,0.15700000000000003
2411-02244-1,82.00384944,33.76420722,6.985,6.466,Auriga,0.5190000000000001
2411-02462-1,81.91202806,34.47598556,6.903,5.222,Auriga,1.6809999999999992
2412-00781-1,83.4092675,34.72560528,6.479,6.284,Auriga,0.19500000000000028
2415-01779-1,81.16308889,37.385375,6.885,5.164,Auriga,1.721
2416-00705-1,85.48634444,35.63132972,6.879,6.834,Auriga,0.04499999999999993
2418-01571-1,87.76004611,37.30568333,6.858,4.917,Auriga,1.9409999999999998
2418-01573-1,89.93016694,37.21274722,2.552,2.602,Auriga,-0.04999999999999982
2419-00599-1,90.29189472,31.03451528,6.3,6.188,Auriga,0.1120000000000001
2420-00432-1,94.08578806,30.10253389,6.857,6.901,Auriga,-0.043999999999999595
2422-01408-1,97.14203361,30.49306917,6.629,5.767,Auriga,0.8619999999999992
2423-00319-1,90.72967306,32.63616417,6.737,6.265,Auriga,0.4720000000000004
2423-01058-1,91.39125444,33.59906833,6.12,6.201,Auriga,-0.08099999999999952
2426-00052-1,98.42771639,33.02403556,6.597,6.531,Auriga,0.06600000000000072
2426-00345-1,98.11333806,32.45493917,6.05,5.853,Auriga,0.19700000000000006
2427-00361-1,91.53590722,35.38840861,6.829,6.186,Auriga,0.6429999999999998
2432-00002-1,93.37706222,37.1591325,6.763,6.769,Auriga,-0.006000000000000227
2438-01059-1,107.78495889,30.24527472,6.047,4.533,Gemini,1.5139999999999993
2441-01482-1,103.53159472,32.51139667,6.937,6.951,Gemini,-0.013999999999999346
2441-01630-1,105.32091694,32.41460278,6.87,6.58,Gemini,0.29000000000000004
2444-01113-1,103.19724861,33.96136417,3.731,3.605,Gemini,0.1259999999999999
2446-01996-1,106.54845056,34.47408083,6.684,5.652,Gemini,1.032
2447-00329-1,101.05216917,36.10925694,6.45,6.377,Auriga,0.0730000000000004
2450-01396-1,107.35716083,36.56328694,6.737,6.778,Auriga,-0.04099999999999948
2451-00037-1,109.37726278,31.69810583,6.658,6.724,Gemini,-0.06599999999999984
2451-00638-1,109.51705694,30.95592528,6.141,6.188,Gemini,-0.04699999999999971
2452-02167-1,112.27756333,31.7841,4.539,4.198,Gemini,0.3409999999999993
2453-01917-1,113.78673444,30.96091056,6.641,5.46,Gemini,1.181
2455-01736-1,108.26752056,31.96549611,6.95,6.901,Gemini,0.04900000000000038
2458-00446-1,114.97541056,32.00982194,6.592,6.208,Gemini,0.38399999999999945
2459-01367-1,110.01505278,33.88441167,,11.706,Gemini,
2461-02342-1,114.63682528,35.04848583,6.738,5.675,Gemini,1.0630000000000006
2462-02103-1,114.79147889,34.58462611,5.37,4.928,Gemini,0.44200000000000017
2462-02104-1,115.68168556,34.00022667,6.587,6.094,Gemini,0.49299999999999944
2464-02366-1,110.51118833,36.76063556,6.509,5.241,Auriga,1.2680000000000007
2471-02074-1,117.75987028,33.23363694,6.249,6.063,Gemini,0.18599999999999994
2472-01559-1,121.03496222,33.03077889,6.813,6.74,Gemini,0.07299999999999951
2475-01304-1,118.92027722,35.41274722,6.535,6.254,Lynx,0.2810000000000006
2484-02190-1,130.07630444,31.94197222,6.669,6.247,Cancer,0.4219999999999997
2485-02094-1,133.14426833,32.47412389,5.924,5.691,Cancer,0.23300000000000054
2485-02095-1,134.88617639,32.41864472,6.358,5.321,Cancer,1.037
2485-02097-1,134.49431806,30.23375806,6.778,6.292,Cancer,0.48599999999999977
2486-02351-1,127.30310139,32.69231278,6.799,6.89,Cancer,-0.0909999999999993
2488-00849-1,132.63443528,33.28525806,6.848,6.272,Lynx,0.5759999999999996
2488-01707-1,134.2359675,32.91058889,5.635,5.457,Cancer,0.17799999999999994
2489-00663-1,127.83323583,37.26501222,6.118,6.166,Lynx,-0.04800000000000004
2489-02140-1,128.34095056,36.43642361,6.633,6.231,Lynx,0.40200000000000014
2489-02141-1,128.68292778,36.41971361,5.799,5.755,Lynx,0.04400000000000048
2491-00352-1,134.61411528,35.80265694,6.667,6.647,Lynx,0.019999999999999574
2491-00730-1,133.48208056,35.53833556,6.201,6.136,Lynx,0.0649999999999995
2492-00423-1,136.22966111,32.37697722,6.738,6.483,Cancer,0.2550000000000008
2492-01845-1,135.35053778,32.25229556,6.035,5.948,Cancer,0.08699999999999974
