TYC,RAdeg,DEdeg,BTmag,VTmag,Const,Color
4153-00048-1,173.08644472,61.08275639,6.091,5.553,Ursa Major,0.5380000000000003
4153-00332-1,172.26956694,61.7778125,6.257,5.867,Ursa Major,0.3899999999999997
4153-00579-1,176.78267139,61.40195667,6.875,6.617,Ursa Major,0.258
4156-01489-1,174.70467222,64.3469625,6.967,6.814,Ursa Major,0.15299999999999958
4159-01359-1,175.6184375,66.7448125,6.962,5.452,Draco,1.5099999999999998
4162-01200-1,192.16393056,60.31989528,6.389,5.885,Ursa Major,0.5040000000000004
4163-00092-1,197.45920611,62.22914333,6.5,6.509,Ursa Major,-0.009000000000000341
4165-00534-1,190.39144806,62.71307861,6.066,6.017,Ursa Major,0.04899999999999949
4165-00584-1,191.8288625,62.78113889,6.128,5.905,Ursa Major,0.22299999999999986
4166-00541-1,195.44641917,63.61016583,6.502,6.057,Draco,0.4449999999999994
4167-00915-1,205.37425278,64.82243778,5.936,5.848,Draco,0.08800000000000008
4168-00930-1,193.86897778,65.43854389,5.577,5.262,Draco,0.3150000000000004
4170-00161-1,205.52639444,65.27308333,6.757,6.622,Draco,0.1349999999999998
4173-01661-1,220.51317722,61.26198417,6.723,6.33,Draco,0.3929999999999998
4173-01663-1,217.92861083,60.22559139,6.541,6.295,Draco,0.24600000000000044
4174-01261-1,207.85807583,64.72328306,6.659,4.783,Draco,1.8759999999999994
4174-01262-1,211.09759694,64.37581194,3.598,3.628,Draco,-0.03000000000000025
4176-00108-1,217.69287167,63.18576389,6.593,6.143,Draco,0.4500000000000002
4180-01945-1,225.36295222,60.20442639,6.042,5.924,Draco,0.11799999999999944
4181-00269-1,231.91980611,62.27574111,6.701,6.546,Draco,0.15499999999999936
4181-01849-1,230.65519417,62.04716528,5.939,5.979,Draco,-0.040000000000000036
4184-01637-1,232.73295194,64.20851556,6.979,5.847,Draco,1.1319999999999997
4185-01959-1,236.666485,62.59968861,5.257,5.2,Draco,0.056999999999999496
4186-00437-1,225.99056472,65.91973444,6.271,6.215,Ursa Minor,0.05600000000000005
4186-01373-1,224.3963125,65.93238694,6.592,4.865,Ursa Minor,1.7269999999999994
4187-01365-1,228.65840861,67.34762778,5.796,5.21,Ursa Minor,0.5860000000000003
4190-02568-1,245.99794306,61.51408333,3.85,2.801,Draco,1.049
4190-02569-1,248.10689917,60.82334472,5.959,5.923,Draco,0.03599999999999959
4193-02534-1,250.22966361,64.58908389,6.393,4.977,Draco,1.4159999999999995
4197-00915-1,253.94275778,67.47845806,6.743,6.774,Draco,-0.030999999999999694
4197-02429-1,254.00573194,65.13467889,5.45,4.937,Draco,0.5129999999999999
4198-01814-1,261.42234639,60.04834333,5.676,5.647,Draco,0.028999999999999915
4199-01513-1,263.74693361,61.87575722,5.927,5.281,Draco,0.6459999999999999
4201-00696-1,272.77984139,60.40952139,6.482,6.485,Draco,-0.0030000000000001137
4202-01457-1,258.13566667,62.8742225,5.785,5.566,Draco,0.2190000000000003
4209-02018-1,273.47243389,64.39720389,5.487,5.037,Draco,0.4500000000000002
4210-01048-1,257.19677278,65.71463972,3.016,3.132,Draco,-0.1160000000000001
4216-01003-1,284.64112861,60.66725028,6.849,6.887,Draco,-0.03799999999999937
4216-01087-1,283.4362275,60.0178775,6.867,7.013,Draco,-0.1459999999999999
4219-02344-1,279.38963111,62.52646861,5.671,5.718,Draco,-0.04699999999999971
4222-02311-1,276.49582667,65.5635425,6.345,4.955,Draco,1.3899999999999997
4222-02312-1,277.81213167,65.43586167,6.984,6.636,Draco,0.34799999999999986
4223-00342-1,279.05519944,65.48852139,6.395,6.084,Draco,0.31099999999999994
4224-02055-1,284.10724444,65.25815222,6.808,5.726,Draco,1.0819999999999999
4225-02352-1,289.94225583,64.39078861,6.394,6.49,Draco,-0.09600000000000009
4229-00229-1,287.44084556,65.97844639,6.268,6.254,Draco,0.014000000000000234
4229-01415-1,288.51629694,67.11553861,6.944,6.861,Draco,0.08300000000000018
4229-01852-1,290.16696833,65.714435,4.629,4.58,Draco,0.04899999999999949
4230-01061-1,295.0549675,60.50713028,6.738,6.514,Draco,0.2240000000000002
4235-00954-1,298.19412667,63.11494028,,11.794,Draco,
4235-02511-1,299.61974333,63.53419917,6.187,6.142,Draco,0.04499999999999993
4236-01106-1,302.2366125,62.07664083,6.786,6.743,Draco,0.04299999999999926
4236-02502-1,302.89480806,62.07835389,6.309,5.759,Draco,0.5499999999999998
4236-02503-1,301.38638472,61.99525833,6.944,5.541,Draco,1.4029999999999996
4237-02168-1,307.39512528,62.99413583,4.45,4.228,Cepheus,0.22200000000000042
4237-02169-1,304.90291194,62.25741722,5.65,5.701,Draco,-0.05099999999999927
4240-01067-1,301.18548167,63.89012083,6.356,6.291,Draco,0.0649999999999995
4245-00621-1,306.96574694,65.75582778,6.717,6.576,Cepheus,0.14100000000000001
4245-01794-1,304.37776917,66.853,6.63,5.986,Draco,0.6440000000000001
4246-01967-1,311.32197722,61.83687111,4.569,3.511,Cepheus,1.0579999999999998
4246-01968-1,310.66538111,60.60136111,6.199,6.163,Cepheus,0.03599999999999959
4246-01969-1,310.074495,60.50483056,6.528,6.057,Cepheus,0.4709999999999992
4248-00057-1,319.78067139,61.85846111,6.961,6.704,Cepheus,0.25700000000000056
4249-01802-1,322.74705889,60.45943972,5.632,5.534,Cepheus,0.09799999999999986
4252-00839-1,317.36999111,63.29565111,6.376,6.492,Cepheus,-0.11599999999999966
4252-01870-1,319.64412556,62.58546111,2.725,2.458,Cepheus,0.2669999999999999
4253-02243-1,324.48010778,62.08194639,5.06,4.807,Cepheus,0.2529999999999992
4254-02516-1,312.32247472,64.04226833,6.482,6.453,Cepheus,0.028999999999999915
4256-03042-1,319.84255556,64.87184278,5.11,5.169,Cepheus,-0.058999999999999275
4258-02188-1,310.79577306,66.6573675,5.841,5.611,Cepheus,0.23000000000000043
4261-01599-1,322.33560667,67.05099056,6.937,6.927,Cepheus,0.010000000000000675
4261-01792-1,321.94232222,66.8091425,5.274,5.392,Cepheus,-0.11800000000000033
4262-02279-1,326.362205,61.12081167,4.85,4.349,Cepheus,0.5009999999999994
4263-02407-1,333.00839333,60.75907278,6.885,5.491,Cepheus,1.3940000000000001
4264-01208-1,338.471345,61.778095,6.744,6.571,Cepheus,0.17300000000000004
4266-00826-1,326.22201167,62.46057333,6.24,5.975,Cepheus,0.26500000000000057
4266-01787-1,328.146455,62.71217528,6.94,6.733,Cepheus,0.20700000000000074
4267-01699-1,330.16360861,62.48780333,6.739,6.731,Cepheus,0.008000000000000007
4267-02754-1,333.45714333,63.16235583,6.007,6.106,Cepheus,-0.0990000000000002
4267-02757-1,331.28663028,62.27982056,5.147,5.109,Cepheus,0.038000000000000256
4268-01269-1,335.75207778,62.41932861,6.066,6.035,Cepheus,0.030999999999999694
4269-00809-1,339.662725,63.58452,5.277,5.197,Cepheus,0.08000000000000007
4270-03600-1,328.87912722,65.32081111,5.901,6.005,Cepheus,-0.10400000000000009
4271-02620-1,330.94652667,64.62776694,4.813,4.446,Cepheus,0.367
4272-01269-1,336.77212833,65.13227444,5.867,5.552,Cepheus,0.3150000000000004
4273-00532-1,340.76821333,65.33625306,6.704,6.748,Cepheus,-0.04400000000000048
4274-02376-1,327.28384528,66.79218667,6.917,6.527,Cepheus,0.3899999999999997
4274-02377-1,329.29621944,66.15615639,6.325,6.385,Cepheus,-0.05999999999999961
4275-01813-1,330.70639194,66.06424556,6.867,6.764,Cepheus,0.10299999999999976
4277-01102-1,342.42044889,66.20069667,4.837,3.611,Cepheus,1.2259999999999995
4278-00672-1,345.84878222,60.44541,6.681,6.726,Cepheus,-0.04499999999999993
4279-00702-1,350.00270694,61.14984139,6.954,6.944,Cassiopeia,0.009999999999999787
4280-00355-1,351.58729111,61.08685167,6.986,6.642,Cassiopeia,0.3439999999999994
4281-02229-1,359.38966083,60.02360833,6.481,6.462,Cassiopeia,0.019000000000000128
4282-00541-1,346.94890139,63.63346972,6.203,6.248,Cepheus,-0.04499999999999993
4283-00813-1,349.11271194,61.96295222,6.745,6.566,Cassiopeia,0.17900000000000027
4285-03744-1,357.20906028,62.21451972,6.34,5.661,Cassiopeia,0.6790000000000003
4287-02122-1,347.31810639,65.21141417,6.598,6.657,Cepheus,-0.05900000000000016
4289-00116-1,357.74691444,63.98486167,6.871,6.807,Cassiopeia,0.06400000000000006
4289-00860-1,357.16256389,64.87650972,6.546,6.483,Cassiopeia,0.06300000000000061
4290-01302-1,345.88687056,67.20918611,6.851,5.371,Cepheus,1.4799999999999995
4291-01206-1,347.48212722,67.24203111,6.672,6.65,Cepheus,0.021999999999999353
4292-00993-1,353.0478525,65.73913556,6.91,6.67,Cepheus,0.2400000000000002
4293-00564-1,356.65302,66.78225194,5.872,5.928,Cepheus,-0.05600000000000005
4295-00489-1,11.659365,69.32537417,6.868,6.44,Cassiopeia,0.42799999999999994
4296-00103-1,15.37575528,69.35855361,6.725,6.712,Cassiopeia,0.0129999999999999
4296-00961-1,14.22915306,68.77573861,6.8,6.428,Cassiopeia,0.3719999999999999
4296-01459-1,17.66361528,68.7786825,5.276,5.304,Cassiopeia,-0.02800000000000047
4297-01078-1,19.57780028,67.81643917,6.695,6.679,Cassiopeia,0.016000000000000014
4297-01685-1,21.48295333,68.12995139,6.069,4.844,Cassiopeia,1.2249999999999996
4299-00769-1,8.3300275,70.98184722,6.393,6.404,Cassiopeia,-0.01100000000000012
4300-00688-1,12.50937056,70.77417444,6.796,6.876,Cassiopeia,-0.08000000000000007
4300-01201-1,15.12863556,70.98300528,6.548,6.416,Cassiopeia,0.13199999999999967
4300-01791-1,16.72914194,70.93142778,6.804,6.643,Cassiopeia,0.16100000000000048
4300-02352-1,14.55294556,70.49636917,6.889,6.957,Cassiopeia,-0.06799999999999962
4301-01192-1,21.44292583,70.97991917,6.319,6.333,Cassiopeia,-0.014000000000000234
4301-01247-1,22.80637417,70.26477694,6.375,5.873,Cassiopeia,0.5019999999999998
4301-01689-1,23.13554361,70.01944889,6.939,6.951,Cassiopeia,-0.011999999999999567
4303-00957-1,9.44035222,72.89485583,6.927,6.965,Cassiopeia,-0.038000000000000256
4303-00971-1,6.46349944,71.80712222,6.87,6.9,Cepheus,-0.03000000000000025
4306-00028-1,0.41380667,73.61187639,6.728,6.517,Cepheus,0.2109999999999994
4307-02166-1,11.94175056,74.84758722,5.322,5.401,Cassiopeia,-0.07899999999999974
4307-02167-1,11.41295306,74.98812389,5.74,5.661,Cassiopeia,0.07900000000000063
4308-00891-1,16.2078275,74.37212889,6.861,6.81,Cassiopeia,0.051000000000000156
4310-00902-1,29.00001528,68.68526472,4.854,4.953,Cassiopeia,-0.0990000000000002
4310-00903-1,25.58519611,68.04304444,5.494,5.547,Cassiopeia,-0.052999999999999936
4312-01404-1,41.20696556,67.82470472,6.094,5.961,Cassiopeia,0.133
4313-01573-1,42.99478583,68.88851639,6.795,6.037,Cassiopeia,0.758
4314-02021-1,25.73222889,70.62255806,5.139,5.169,Cassiopeia,-0.02999999999999936
4315-02126-1,30.48977139,70.90704306,4.787,4.647,Cassiopeia,0.13999999999999968
4317-01793-1,42.23127417,69.63420333,6.437,6.283,Cassiopeia,0.15399999999999991
4318-02488-1,24.62891667,73.04007,6.511,5.389,Cassiopeia,1.1219999999999999
4319-01847-1,30.85911139,72.4212425,3.962,3.94,Cassiopeia,0.02200000000000024
4320-02109-1,39.50869417,72.81821528,6.289,5.266,Cassiopeia,1.0229999999999997
4322-01936-1,24.34243528,74.30096111,6.598,6.575,Cassiopeia,0.022999999999999687
4323-01741-1,30.79377139,73.85056611,6.346,6.202,Cassiopeia,0.14400000000000013
4325-01562-1,47.98433361,74.39385833,4.894,4.84,Cassiopeia,0.05400000000000027
4327-02216-1,57.92396444,68.50753361,6.223,6.289,Camelopardalis,-0.06599999999999984
4330-02034-1,50.02888111,69.73132917,6.58,6.578,Cassiopeia,0.0019999999999997797
4331-01936-1,57.30709306,70.87119472,5.521,5.405,Camelopardalis,0.11599999999999966
4335-02104-1,59.12637639,71.82163028,6.677,6.339,Camelopardalis,0.3379999999999992
4335-02106-1,57.58949056,71.33236083,4.674,4.611,Camelopardalis,0.06300000000000061
4337-00843-1,68.3776,72.52881139,6.274,5.964,Camelopardalis,0.3099999999999996
4338-01943-1,53.8012275,73.34698667,6.583,6.563,Cassiopeia,0.020000000000000462
4345-02051-1,94.71158361,69.32002,4.778,4.758,Camelopardalis,0.019999999999999574
4346-00125-1,72.65161167,70.94157361,6.253,6.329,Camelopardalis,-0.07599999999999962
4348-01777-1,84.68512583,70.3645275,6.897,6.949,Camelopardalis,-0.0519999999999996
4354-00198-1,76.16513639,74.06700444,6.14,6.113,Camelopardalis,0.026999999999999247
4355-00763-1,79.55521778,73.2681325,5.77,5.796,Camelopardalis,-0.02600000000000069
4355-01445-1,78.09354083,73.94673972,5.283,5.404,Camelopardalis,-0.12099999999999955
4359-02043-1,103.42600722,68.88829417,4.947,5.077,Camelopardalis,-0.1299999999999999
4359-02044-1,102.73786583,67.571925,4.918,5.096,Camelopardalis,-0.17799999999999994
4362-00945-1,97.0603575,70.53529306,6.165,6.04,Camelopardalis,0.125
4370-00836-1,99.48011167,73.69563083,6.698,6.291,Camelopardalis,0.40700000000000003
4374-02926-1,123.20328583,68.47405417,6.628,5.443,Ursa Major,1.1850000000000005
4375-02458-1,135.63635639,67.6295775,6.76,4.942,Ursa Major,1.8179999999999996
4376-02052-1,143.62068167,69.83016278,5.507,4.633,Ursa Major,0.8739999999999997
4379-00782-1,143.72248861,72.20585528,6.376,5.827,Ursa Major,0.5490000000000004
4381-01313-1,130.7137325,73.16921528,6.946,6.94,Camelopardalis,0.005999999999999339
4381-01827-1,129.20322639,74.72371667,6.667,6.348,Camelopardalis,0.31899999999999995
4382-01057-1,138.96975361,72.94645389,6.152,5.954,Ursa Major,0.1980000000000004
4384-01976-1,155.26427139,68.74772944,6.165,5.898,Ursa Major,0.26700000000000035
4385-01959-1,160.76682778,69.07624444,6.832,5.155,Ursa Major,1.6769999999999996
4386-01897-1,145.73848083,72.25268167,6.457,5.257,Ursa Major,1.2000000000000002
4387-01730-1,154.46088083,71.06080167,6.998,6.65,Ursa Major,0.34799999999999986
4389-01750-1,144.0282875,74.31887361,6.335,6.43,Draco,-0.09499999999999975
4390-00500-1,154.50493306,73.07367222,6.904,6.564,Draco,0.33999999999999986
4392-00141-1,174.01093778,69.32324639,6.419,5.296,Draco,1.1229999999999993
4392-00630-1,168.04540917,68.27185444,6.551,6.411,Ursa Major,0.14000000000000057
4392-01805-1,172.85118639,69.33111833,5.923,3.987,Draco,1.936
4394-01870-1,188.37099167,69.78821139,3.718,3.849,Draco,-0.13100000000000023
4396-00795-1,180.21957083,70.23782389,6.868,6.75,Draco,0.11800000000000033
4397-01799-1,188.68358944,70.02177278,6.65,5.095,Draco,1.5550000000000006
4399-00219-1,182.44618917,74.66136583,6.94,6.4,Draco,0.54
4401-00038-1,199.11939417,68.40796417,6.122,6.18,Draco,-0.05799999999999983
4403-01108-1,214.978815,67.78248306,6.955,6.951,Ursa Minor,0.004000000000000448
4407-00522-1,198.38312167,72.79913028,6.68,6.573,Ursa Minor,0.10699999999999932
4407-01790-1,196.20742111,73.02495333,6.807,6.6,Ursa Minor,0.20700000000000074
4409-02050-1,211.73531194,74.59375361,6.623,6.443,Ursa Minor,0.1800000000000006
4411-00109-1,227.6849875,67.78106583,6.351,6.196,Ursa Minor,0.15500000000000025
4411-02301-1,228.71513667,68.94572528,6.549,6.515,Ursa Minor,0.034000000000000696
4414-02314-1,230.18228278,71.83397722,3.09,3.011,Ursa Minor,0.07899999999999974
4414-02315-1,229.27451111,71.82387861,6.804,5.173,Ursa Minor,1.6310000000000002
4416-01799-1,222.67663,74.15547611,3.998,2.215,Ursa Minor,1.7830000000000004
4419-02885-1,245.45308833,69.10941639,6.69,5.388,Draco,1.3020000000000005
4419-02886-1,246.99604611,68.76805889,4.898,4.942,Draco,-0.04400000000000048
4419-02888-1,241.58220944,67.80999083,5.402,5.435,Draco,-0.032999999999999474
4421-02880-1,262.99120417,68.13472194,6.428,5.192,Draco,1.2359999999999998
4425-02182-1,243.63943556,73.39481083,6.089,6.023,Ursa Minor,0.06600000000000072
4426-01634-1,254.06973722,73.12791417,6.582,6.31,Draco,0.27200000000000024
4428-01960-1,264.23788111,68.75723278,5.279,4.821,Draco,0.4580000000000002
4429-00143-1,274.24487944,68.74168,6.691,6.773,Draco,-0.08199999999999985
4435-02434-1,284.71925167,69.53126444,6.314,6.481,Draco,-0.16699999999999982
4436-01424-1,265.49184444,72.15753972,6.141,5.586,Draco,0.5549999999999997
4436-01425-1,265.48461611,72.14946139,5.057,4.6,Draco,0.45700000000000074
4436-01426-1,268.79640889,72.00513306,5.803,5.453,Draco,0.34999999999999964
4437-01491-1,275.25994278,72.73365667,4.15,3.614,Draco,0.5360000000000005
4437-01492-1,275.189275,71.33773139,4.13,4.21,Draco,-0.08000000000000007
4439-01995-1,283.59905556,71.29709472,6.29,4.942,Draco,1.3479999999999999
4442-01877-1,281.44482417,74.08536389,6.467,5.351,Draco,1.1159999999999997
4444-02239-1,288.13817889,67.66132639,4.322,3.165,Draco,1.157
4445-00929-1,296.07668167,69.33711528,5.971,5.906,Draco,0.06500000000000039
4445-01142-1,296.68607278,68.43800167,6.687,6.368,Draco,0.31899999999999995
4446-00889-1,302.73718583,68.27222333,6.99,6.853,Draco,0.13700000000000045
4446-01736-1,300.70436639,67.87345389,6.247,4.653,Draco,1.5940000000000003
4448-02481-1,293.08598722,69.66516861,5.657,4.757,Draco,0.9000000000000004
4449-02652-1,297.04258361,70.26783556,5.07,4.01,Draco,1.0600000000000005
4451-01238-1,308.10490778,70.53213417,6.722,6.749,Draco,-0.026999999999999247
4456-02107-1,288.88867306,73.35522639,6.087,4.593,Draco,1.4939999999999998
4459-00947-1,307.87665917,74.95466,5.301,5.197,Draco,0.10400000000000009
4461-02085-1,323.85797167,68.21925472,6.352,6.441,Cepheus,-0.08899999999999952
4461-02584-1,322.64971028,68.29324694,6.985,7.022,Cepheus,-0.03699999999999992
4465-02544-1,320.937465,69.53446194,6.926,6.915,Cepheus,0.01100000000000012
4465-02643-1,322.16490028,70.560695,2.937,3.173,Cepheus,-0.2360000000000002
4466-01044-1,326.75361083,70.15094111,6.437,6.441,Cepheus,-0.0039999999999995595
4467-02426-1,332.66207139,70.13251611,5.945,5.563,Cepheus,0.38200000000000056
4468-01808-1,316.59744889,71.43206694,6.324,5.922,Cepheus,0.40200000000000014
4470-00785-1,328.29972444,71.98971111,6.955,6.988,Cepheus,-0.03300000000000036
4470-01874-1,325.76716833,72.32017833,6.527,5.291,Cepheus,1.2359999999999998
4470-01875-1,325.47953056,71.31119778,5.965,4.659,Cepheus,1.306
4471-00299-1,332.56381083,72.11131667,6.287,6.338,Cepheus,-0.051000000000000156
4471-01685-1,332.45154083,72.34120028,5.941,4.888,Cepheus,1.053
4474-01521-1,328.19526306,73.70221944,6.769,6.651,Cepheus,0.11800000000000033
4474-01757-1,329.81290056,73.18026278,5.56,5.088,Cepheus,0.47199999999999953
4478-01361-1,349.65587472,68.11141861,6.002,4.971,Cepheus,1.0309999999999997
4479-01760-1,356.97811806,67.80681222,5.046,5.043,Cepheus,0.0030000000000001137
4480-01544-1,338.3198375,70.3736825,6.307,6.32,Cepheus,-0.0129999999999999
4480-01545-1,338.26138111,69.91337361,6.41,6.058,Cepheus,0.3520000000000003
4482-01941-1,348.90712278,70.888085,5.841,5.576,Cepheus,0.26500000000000057
4482-01942-1,351.54908806,70.68541194,6.995,6.685,Cepheus,0.3100000000000005
4482-01943-1,351.81845444,70.35979361,5.797,5.612,Cepheus,0.1849999999999996
4486-00643-1,353.12207111,72.00097917,6.855,6.74,Cepheus,0.11500000000000021
4488-00872-1,338.94082083,73.64313111,5.551,5.109,Cepheus,0.44200000000000017
4490-01636-1,348.65425444,74.23125528,5.875,5.881,Cepheus,-0.006000000000000227
4491-00708-1,358.70533028,74.4101075,6.606,6.59,Cepheus,0.016000000000000014
4494-02304-1,20.49561778,76.23888333,6.7,6.399,Cassiopeia,0.30100000000000016
4495-01552-1,30.53863194,75.50218778,6.698,6.773,Cassiopeia,-0.07499999999999929
4495-01881-1,31.38156778,76.11510833,6.418,5.322,Cassiopeia,1.096
4496-01370-1,4.057835,76.9507575,6.958,7.028,Cepheus,-0.0699999999999994
4498-00045-1,25.22100861,77.96900944,6.7,6.709,Cepheus,-0.008999999999999453
4498-01818-1,20.94506,78.72604917,6.479,6.106,Cepheus,0.3730000000000002
4499-02252-1,31.27944778,77.28145278,5.655,5.308,Cassiopeia,0.3470000000000004
4500-00587-1,6.78046,80.05214778,6.418,6.516,Cepheus,-0.09799999999999986
4500-01334-1,2.33286528,79.71471778,6.379,6.143,Cepheus,0.23599999999999977
4501-00993-1,19.12929889,79.90987694,6.752,6.31,Cepheus,0.44200000000000017
4501-01413-1,18.06885083,79.67397417,5.626,5.59,Cepheus,0.036000000000000476
4503-01788-1,33.20824222,79.69148444,6.713,6.473,Cepheus,0.2400000000000002
4505-00519-1,15.57645333,81.8755875,6.928,6.917,Cepheus,0.01100000000000012
4505-00894-1,19.87230167,80.89419806,6.706,6.685,Cepheus,0.021000000000000796
4507-01528-1,32.35597806,81.29592944,6.185,6.05,Cepheus,0.1349999999999998
4510-03202-1,65.33162528,76.10614611,6.668,6.731,Camelopardalis,-0.06299999999999972
4511-02543-1,78.64809361,76.47276833,6.375,6.414,Camelopardalis,-0.0389999999999997
4511-02544-1,72.20944306,75.94152528,6.285,5.987,Camelopardalis,0.29800000000000004
4513-02820-1,50.081625,77.734895,5.698,5.471,Cepheus,0.2270000000000003
4519-01223-1,71.31068861,79.65689944,6.676,6.67,Camelopardalis,0.006000000000000227
4520-01237-1,47.92851778,81.47071222,6.111,5.929,Cepheus,0.1819999999999995
4522-01563-1,66.76208,80.82420611,6.919,5.535,Cepheus,1.3839999999999995
4522-01564-1,62.51203583,80.69862861,5.908,5.264,Cepheus,0.6440000000000001
4523-01181-1,75.08632306,81.19402389,6.788,5.236,Cepheus,1.5520000000000005
4527-01707-1,110.46142194,75.08962444,6.993,6.952,Camelopardalis,0.04100000000000037
4528-00653-1,82.35690167,77.9775425,6.717,6.544,Camelopardalis,0.17300000000000004
4530-02010-1,105.01606389,76.97743917,6.339,4.699,Camelopardalis,1.6400000000000006
4532-02096-1,80.64070528,79.23077833,5.659,5.14,Camelopardalis,0.5190000000000001
4534-00868-1,100.06918861,79.59947861,6.797,6.747,Camelopardalis,0.04999999999999982
4534-01837-1,101.56022917,79.56619083,6.05,5.493,Camelopardalis,0.5569999999999995
4538-00713-1,101.12626778,82.11545722,6.836,6.644,Camelopardalis,0.19200000000000017
4539-00902-1,111.34154056,81.25753,6.245,6.284,Camelopardalis,-0.0389999999999997
4539-01189-1,112.76866222,82.41156278,6.969,5.088,Camelopardalis,1.8810000000000002
4540-03438-1,124.88423861,75.75687028,6.681,5.642,Camelopardalis,1.0389999999999997
4541-02941-1,141.96509972,75.09830167,6.33,6.207,Draco,0.12300000000000022
4542-02796-1,158.77326833,75.71298139,6.053,4.959,Draco,1.0940000000000003
4543-03120-1,121.19658889,79.4797375,5.329,5.379,Camelopardalis,-0.04999999999999982
4545-02028-1,154.07164917,78.94696444,6.967,6.855,Draco,0.11199999999999921
4545-02633-1,146.82555528,79.13672861,6.438,6.126,Draco,0.3119999999999994
4546-01081-1,131.59485028,82.23933,6.846,6.857,Camelopardalis,-0.01100000000000012
4546-01243-1,126.13791944,82.43081778,6.311,6.278,Camelopardalis,0.03300000000000036
4547-02213-1,137.80301333,80.82894556,6.806,6.403,Camelopardalis,0.40300000000000047
4547-02323-1,144.27228306,81.32641944,6.205,4.43,Draco,1.7750000000000004
4550-00520-1,182.95139667,77.44077361,6.797,6.755,Camelopardalis,0.041999999999999815
4550-02114-1,184.70859056,75.16055,5.52,5.466,Draco,0.05399999999999938
4553-01680-1,183.04965444,77.61619556,5.534,5.178,Camelopardalis,0.35599999999999987
4555-00163-1,160.87306444,80.42709611,6.77,6.701,Draco,0.06899999999999995
4555-01515-1,172.96270194,81.12717778,6.439,6.153,Camelopardalis,0.2860000000000005
4557-01370-1,191.10794917,80.62112111,6.522,6.348,Camelopardalis,0.17400000000000038
4558-00642-1,205.17053639,76.84378639,6.936,6.707,Ursa Minor,0.2290000000000001
4559-03017-1,216.88134639,75.69594222,6.109,4.401,Ursa Minor,1.7080000000000002
4561-02317-1,212.21252139,77.54743833,6.598,4.963,Ursa Minor,1.6349999999999998
4561-02318-1,201.73832806,78.64380028,6.681,5.827,Camelopardalis,0.8540000000000001
4563-02708-1,236.01443639,77.79449889,4.332,4.279,Ursa Minor,0.052999999999999936
4567-00352-1,240.88081472,76.79389194,5.787,5.728,Ursa Minor,0.05900000000000016
4567-01411-1,242.70636778,75.87753139,5.348,5.457,Ursa Minor,-0.10899999999999999
4567-01764-1,244.37704194,75.75473028,5.378,4.991,Ursa Minor,0.38700000000000045
4568-01881-1,255.41700806,75.29765528,6.514,6.204,Ursa Minor,0.3100000000000005
4572-01527-1,254.04230028,77.65271333,6.704,6.709,Ursa Minor,-0.004999999999999893
4572-01605-1,250.77560111,77.51349778,6.491,6.064,Ursa Minor,0.4269999999999996
4573-01916-1,267.36225944,76.96231333,5.614,5.075,Draco,0.5389999999999997
4575-01159-1,246.43130444,78.96361333,5.839,5.585,Ursa Minor,0.25400000000000045
4578-01433-1,270.03781639,80.00381472,6.231,5.699,Draco,0.532
4578-01434-1,270.01405389,80.00054139,6.552,5.998,Draco,0.5539999999999994
4580-01154-1,251.49236111,82.03724778,5.335,4.312,Ursa Minor,1.0229999999999997
4583-02836-1,287.29065778,76.56077778,5.462,5.144,Draco,0.3179999999999996
4583-02837-1,283.38832083,75.78732722,6.714,6.725,Draco,-0.010999999999999233
4583-02839-1,281.59275167,75.43380639,5.427,5.365,Draco,0.06199999999999939
4586-01470-1,318.01609417,76.31015528,6.969,7.09,Cepheus,-0.12099999999999955
4589-03106-1,302.22215889,77.71136528,4.336,4.391,Cepheus,-0.054999999999999716
4590-01851-1,316.37171583,78.12632639,5.811,5.894,Cepheus,-0.08300000000000018
4591-01734-1,281.40859278,79.94251722,6.728,6.428,Draco,0.2999999999999998
4592-01668-1,290.41768417,79.60289028,6.146,6.061,Draco,0.08499999999999996
4593-02548-1,303.60866306,80.53186417,6.803,6.845,Draco,-0.041999999999999815
4593-02578-1,309.00288083,79.43037389,6.763,6.913,Cepheus,-0.15000000000000036
4594-02182-1,311.88980278,80.55234639,6.831,5.498,Draco,1.3330000000000002
4595-00609-1,283.47415667,82.36997778,6.902,6.888,Draco,0.014000000000000234
4597-01693-1,307.06025972,81.42267056,6.65,5.48,Draco,1.17
4598-01091-1,318.3399725,81.23096028,6.236,6.124,Cepheus,0.1120000000000001
4600-01271-1,334.5849975,76.48800944,6.629,6.617,Cepheus,0.011999999999999567
4600-02634-1,338.0678,76.22646806,5.718,5.694,Cepheus,0.02400000000000002
4601-03434-1,349.32857028,75.29903167,6.41,6.354,Cepheus,0.05600000000000005
4601-03507-1,346.56936639,75.58139694,6.839,6.808,Cepheus,0.031000000000000583
4601-03531-1,346.97433139,75.38757639,5.574,4.609,Cepheus,0.9649999999999999
4602-00774-1,352.24026917,75.22543056,6.66,6.651,Cepheus,0.009000000000000341
4602-03456-1,354.79234139,75.29285194,6.078,5.96,Cepheus,0.11800000000000033
4603-01317-1,320.58877806,77.09032222,6.654,6.565,Cepheus,0.08899999999999952
4604-01563-1,335.92367667,78.24329806,6.714,6.755,Cepheus,-0.04099999999999948
4606-03584-1,354.83739417,77.63197861,4.529,3.322,Cepheus,1.2069999999999999
